name,x,y,mv_grid_id,lv_grid_id,v_nom,in_building
Busbar_mvgd_1864_MV,10.378770585090955,53.21979275125821,1864,,20,False
BusBar_mvgd_1864_lvgd_272140_MV,10.344571874287176,53.17208716395985,1864,,20,False
BusBar_mvgd_1864_lvgd_272138_MV,10.333855601021035,53.17858740523333,1864,,20,False
BusBar_mvgd_1864_lvgd_272139_MV,10.339239540664503,53.17857240914354,1864,,20,False
BusBar_mvgd_1864_lvgd_272141_MV,10.34459767319671,53.17532216887731,1864,,20,False
BusBar_mvgd_1864_lvgd_272147_MV,10.36080228165675,53.18174502539764,1864,,20,False
BusBar_mvgd_1864_lvgd_272142_MV,10.34462347681832,53.17855717315502,1864,,20,False
BusBar_mvgd_1864_lvgd_272143_MV,10.349981202700222,53.17530669431699,1864,,20,False
BusBar_mvgd_1864_lvgd_272144_MV,10.350007409427114,53.178541697267995,1864,,20,False
BusBar_mvgd_1864_lvgd_272145_MV,10.355417953127255,53.18176098244892,1864,,20,False
BusBar_mvgd_1864_lvgd_272146_MV,10.36077526378811,53.17851002579958,1864,,20,False
BusBar_mvgd_1864_lvgd_435729_MV,10.410075965849684,53.20936460230033,1864,,20,False
BusBar_mvgd_1864_lvgd_273798_MV,10.34745001425201,53.24630585782469,1864,,20,False
BusBar_mvgd_1864_lvgd_273799_MV,10.347476093094468,53.2495408481649,1864,,20,False
BusBar_mvgd_1864_lvgd_273801_MV,10.352842405099281,53.24629025225436,1864,,20,False
BusBar_mvgd_1864_lvgd_273800_MV,10.347502176709188,53.252775837925725,1864,,20,False
BusBar_mvgd_1864_lvgd_273802_MV,10.35286888866682,53.24952524125366,1864,,20,False
BusBar_mvgd_1864_lvgd_273797_MV,10.342108972746354,53.25279120580687,1864,,20,False
BusBar_mvgd_1864_lvgd_273794_MV,10.336715765247904,53.252806333316514,1864,,20,False
BusBar_mvgd_1864_lvgd_273795_MV,10.342057619815394,53.24632122306503,1864,,20,False
BusBar_mvgd_1864_lvgd_273796_MV,10.34208329393177,53.24955621472553,1864,,20,False
BusBar_mvgd_1864_lvgd_273791_MV,10.33663995707874,53.24310135443349,1864,,20,False
BusBar_mvgd_1864_lvgd_273792_MV,10.336665221845134,53.24633634797514,1864,,20,False
BusBar_mvgd_1864_lvgd_273793_MV,10.336690491234446,53.24957134093527,1864,,20,False
BusBar_mvgd_1864_lvgd_273803_MV,10.35289537708068,53.252760229673285,1864,,20,False
BusBar_mvgd_1864_lvgd_273804_MV,10.358234792301506,53.24627440635433,1864,,20,False
BusBar_mvgd_1864_lvgd_273805_MV,10.358261680593108,53.24950939399205,1864,,20,False
BusBar_mvgd_1864_lvgd_273806_MV,10.363627175802984,53.24625832012486,1864,,20,False
BusBar_mvgd_1864_lvgd_273807_MV,10.363654468817622,53.24949330638033,1864,,20,False
BusBar_mvgd_1864_lvgd_273808_MV,10.36904725328464,53.249476978418784,1864,,20,False
BusBar_mvgd_1864_lvgd_273809_MV,10.369074956089761,53.25271196269095,1864,,20,False
BusBar_mvgd_1864_lvgd_436270_MV,10.451663931362592,53.19212120722433,1864,,20,False
BusBar_mvgd_1864_lvgd_434569_MV,10.327028124353511,53.21141509173741,1864,,20,False
BusBar_mvgd_1864_lvgd_433734_MV,10.274461789605342,53.23500785265741,1864,,20,False
BusBar_mvgd_1864_lvgd_434148_MV,10.302308559874614,53.235536646093216,1864,,20,False
BusBar_mvgd_1864_lvgd_249797_MV,10.288675673443953,53.16181965414821,1864,,20,False
BusBar_mvgd_1864_lvgd_511848_MV,10.288558453947036,53.156970398203356,1864,,20,False
BusBar_mvgd_1864_lvgd_250102_MV,10.398398638407594,53.178152538531194,1864,,20,False
BusBar_mvgd_1864_lvgd_250108_MV,10.414550218917144,53.178098202878324,1864,,20,False
BusBar_mvgd_1864_lvgd_250103_MV,10.40372204289514,53.17166468866139,1864,,20,False
BusBar_mvgd_1864_lvgd_250104_MV,10.403782502749344,53.178134666540714,1864,,20,False
BusBar_mvgd_1864_lvgd_250105_MV,10.40381274095911,53.18136965451868,1864,,20,False
BusBar_mvgd_1864_lvgd_250106_MV,10.409135727162157,53.17488156759076,1864,,20,False
BusBar_mvgd_1864_lvgd_250107_MV,10.414519180054826,53.17486321738595,1864,,20,False
BusBar_mvgd_1864_lvgd_250109_MV,10.414581263448971,53.18133318772985,1864,,20,False
BusBar_mvgd_1864_lvgd_250110_MV,10.419871192478144,53.171609642765986,1864,,20,False
BusBar_mvgd_1864_lvgd_250111_MV,10.419902628684493,53.17484462730841,1864,,20,False
BusBar_mvgd_1864_lvgd_501199_MV,10.390732556134804,53.17604710066624,1864,,20,False
BusBar_mvgd_1864_lvgd_434174_MV,10.304129735155355,53.16382169871216,1864,,20,False
BusBar_lac_166949,10.40390290385901,53.22713482627915,1864,166949.0,0.4,False
