name,bus_closed,bus_open,branch,type_info
circuit_breaker_1,BusBar_mvgd_1605_lvgd_394025_MV,virtual_BusBar_mvgd_1605_lvgd_394025_MV,Branch_LVStation_mvgd_1605_lvgd_105132_LVStation_mvgd_1605_lvgd_394025,Switch Disconnector
