name,x,y,mv_grid_id,lv_grid_id,v_nom,in_building
Busbar_mvgd_2279_MV,13.295338394493376,53.562959432259085,2279,,10,False
BusBar_lac_193156,13.300347501251785,53.556799027241695,2279,193156.0,0.4,False
BusBar_mvgd_2279_lvgd_314324_MV,13.367164419784382,53.52729014791474,2279,,10,False
BusBar_mvgd_2279_lvgd_473756_MV,13.38406586004297,53.584341962381124,2279,,10,False
BusBar_mvgd_2279_lvgd_315183_MV,13.33711904404778,53.58724396107912,2279,,10,False
BusBar_mvgd_2279_lvgd_315181_MV,13.331688496085041,53.58739270499953,2279,,10,False
BusBar_mvgd_2279_lvgd_315182_MV,13.331941373621781,53.590623730840065,2279,,10,False
BusBar_mvgd_2279_lvgd_315184_MV,13.33737233229182,53.59047497401303,2279,,10,False
BusBar_mvgd_2279_lvgd_315185_MV,13.34280325577786,53.5903259751129,2279,,10,False
BusBar_mvgd_2279_lvgd_315322_MV,13.36717861234559,53.594900801139474,2279,,10,False
BusBar_mvgd_2279_lvgd_315323_MV,13.36743424667669,53.598131741181966,2279,,10,False
BusBar_mvgd_2279_lvgd_315324_MV,13.372866055128906,53.59798139802476,2279,,10,False
BusBar_mvgd_2279_lvgd_315557_MV,13.390125215580197,53.539579765451336,2279,,10,False
BusBar_mvgd_2279_lvgd_315556_MV,13.38986836492681,53.536348872348846,2279,,10,False
BusBar_mvgd_2279_lvgd_315560_MV,13.39580681530987,53.54265931956062,2279,,10,False
BusBar_mvgd_2279_lvgd_315561_MV,13.400973764414989,53.53927687410613,2279,,10,False
BusBar_mvgd_2279_lvgd_315558_MV,13.395292247738338,53.53619756064654,2279,,10,False
BusBar_mvgd_2279_lvgd_315559_MV,13.39554950783762,53.53942844064144,2279,,10,False
BusBar_mvgd_2279_lvgd_315670_MV,13.367884260937338,53.554106971487634,2279,,10,False
BusBar_mvgd_2279_lvgd_315669_MV,13.367628970074023,53.55087602677726,2279,,10,False
BusBar_mvgd_2279_lvgd_315667_MV,13.362458020533499,53.55425707041695,2279,,10,False
BusBar_mvgd_2279_lvgd_315668_MV,13.367373726227259,53.54764508101229,2279,,10,False
BusBar_mvgd_2279_lvgd_512285_MV,13.37518721438638,53.55627399758975,2279,,10,False
BusBar_mvgd_2279_lvgd_472419_MV,13.281805638446377,53.55223203299746,2279,,10,False
BusBar_mvgd_2279_lvgd_315715_MV,13.412895715438257,53.556004140897535,2279,,10,False
BusBar_mvgd_2279_lvgd_315716_MV,13.417803818096315,53.549390146736485,2279,,10,False
