name,bus_closed,bus_open,branch,type_info
circuit_breaker_1,BusBar_mvgd_2279_lvgd_315918_MV,virtual_BusBar_mvgd_2279_lvgd_315918_MV,Branch_LVStation_mvgd_2279_lvgd_315918_MVCableDist_mvgd_2279_20,Switch Disconnector
