name,bus,peak_load,annual_consumption,sector
Load_mvgd_2279_lac_193156_residential,BusBar_lac_193156,3.8349300769387966,17943.71175808907,residential
Load_mvgd_2279_lac_193156_retail,BusBar_lac_193156,6.598554038113362,27448.228111952416,retail
Load_mvgd_2279_lvgd_474010_1,BranchTee_mvgd_2279_lvgd_474010_2,0.0010380808220718134,4.857200178138748,residential
Load_mvgd_2279_lvgd_474010_2,BranchTee_mvgd_2279_lvgd_474010_4,0.0010380808220718134,4.857200178138748,residential
Load_mvgd_2279_lvgd_473888_1,BranchTee_mvgd_2279_lvgd_473888_2,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_2,BranchTee_mvgd_2279_lvgd_473888_4,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_3,BranchTee_mvgd_2279_lvgd_473888_6,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_4,BranchTee_mvgd_2279_lvgd_473888_8,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_5,BranchTee_mvgd_2279_lvgd_473888_10,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_6,BranchTee_mvgd_2279_lvgd_473888_12,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_7,BranchTee_mvgd_2279_lvgd_473888_14,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_8,BranchTee_mvgd_2279_lvgd_473888_16,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_473888_9,BranchTee_mvgd_2279_lvgd_473888_18,0.0009515740868991622,4.452433496627187,residential
Load_mvgd_2279_lvgd_314324_1,BranchTee_mvgd_2279_lvgd_314324_2,0.0010380808220718134,4.857200178138748,residential
Load_mvgd_2279_lvgd_473756_1,BranchTee_mvgd_2279_lvgd_473756_2,0.0009083207193128366,4.2500501558714046,residential
Load_mvgd_2279_lvgd_473756_2,BranchTee_mvgd_2279_lvgd_473756_4,0.0009083207193128366,4.2500501558714046,residential
Load_mvgd_2279_lvgd_315181_1,BranchTee_mvgd_2279_lvgd_315181_2,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_2,BranchTee_mvgd_2279_lvgd_315181_4,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_3,BranchTee_mvgd_2279_lvgd_315181_6,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_4,BranchTee_mvgd_2279_lvgd_315181_8,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_5,BranchTee_mvgd_2279_lvgd_315181_10,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_6,BranchTee_mvgd_2279_lvgd_315181_12,0.0008873916704807436,4.15212273292506,residential
Load_mvgd_2279_lvgd_315181_7,BranchTee_mvgd_2279_lvgd_315181_14,0.0008873916704807436,4.15212273292506,residential
