name,bus0,bus1,length,r,x,s_nom,num_parallel,kind,type_info
Branch_LVStation_mvgd_2279_lvgd_314324_MVCableDist_mvgd_2279_3,BusBar_mvgd_2279_lvgd_314324_MV,BranchTee_mvgd_2279_3,2.4985452319307098,0.4097614180366364,0.29827763112122235,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315181_LVStation_mvgd_2279_lvgd_315182,BusBar_mvgd_2279_lvgd_315181_MV,BusBar_mvgd_2279_lvgd_315182_MV,0.46799248738852495,0.07675076793171809,0.05586918689197015,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315181_MVCableDist_mvgd_2279_6,BusBar_mvgd_2279_lvgd_315181_MV,BranchTee_mvgd_2279_6,4.72184710352952,0.7743829249788414,0.5636965665292583,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315182_MVCableDist_mvgd_2279_11,BusBar_mvgd_2279_lvgd_315182_MV,BranchTee_mvgd_2279_11,0.4283261867339928,0.07024549462437482,0.05113380326017839,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315183_MVCableDist_mvgd_2279_11,BusBar_mvgd_2279_lvgd_315183_MV,BranchTee_mvgd_2279_11,0.3014620837216587,0.04943978173035203,0.0359887005671217,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315184_LVStation_mvgd_2279_lvgd_315185,BusBar_mvgd_2279_lvgd_315184_MV,BusBar_mvgd_2279_lvgd_315185_MV,0.468007821425786,0.0767532827138289,0.055871017477324904,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315184_MVCableDist_mvgd_2279_11,BusBar_mvgd_2279_lvgd_315184_MV,BranchTee_mvgd_2279_11,0.19305384294240216,0.03166083024255396,0.02304686831993488,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315185_LVStation_mvgd_2279_lvgd_315322,BusBar_mvgd_2279_lvgd_315185_MV,BusBar_mvgd_2279_lvgd_315322_MV,2.2001290186092426,0.3608211590519158,0.26265254814887573,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315322_LVStation_mvgd_2279_lvgd_315323,BusBar_mvgd_2279_lvgd_315322_MV,BusBar_mvgd_2279_lvgd_315323_MV,0.46799159277689195,0.07675062121541028,0.05586908009276746,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315323_MVCableDist_mvgd_2279_12,BusBar_mvgd_2279_lvgd_315323_MV,BranchTee_mvgd_2279_12,0.27088081198132385,0.044424453164937115,0.032337892418920676,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315324_MVCableDist_mvgd_2279_12,BusBar_mvgd_2279_lvgd_315324_MV,BranchTee_mvgd_2279_12,0.23381147458538032,0.03834508183200237,0.027912535613532245,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315324_MVCableDist_mvgd_2279_2,BusBar_mvgd_2279_lvgd_315324_MV,BranchTee_mvgd_2279_2,1.3254045552487907,0.21736634706080168,0.15822748612455384,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315556_MVCableDist_mvgd_2279_13,BusBar_mvgd_2279_lvgd_315556_MV,BranchTee_mvgd_2279_13,0.4881541342207362,0.08005727801220075,0.058276094791719336,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315557_MVCableDist_mvgd_2279_13,BusBar_mvgd_2279_lvgd_315557_MV,BranchTee_mvgd_2279_13,0.1843816078987233,0.030238583695390623,0.02201157238360471,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315557_MVCableDist_mvgd_2279_3,BusBar_mvgd_2279_lvgd_315557_MV,BranchTee_mvgd_2279_3,1.0414961185732712,0.1708053634460165,0.12433434908437878,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315558_MVCableDist_mvgd_2279_14,BusBar_mvgd_2279_lvgd_315558_MV,BranchTee_mvgd_2279_14,0.3428808743009533,0.05623246338535635,0.04093329735889217,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315559_LVStation_mvgd_2279_lvgd_315560,BusBar_mvgd_2279_lvgd_315560_MV,BusBar_mvgd_2279_lvgd_315559_MV,0.46798656798520993,0.07674979714957443,0.055868480230519366,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315559_LVStation_mvgd_2279_lvgd_315561,BusBar_mvgd_2279_lvgd_315561_MV,BusBar_mvgd_2279_lvgd_315559_MV,0.4680137291582937,0.07675425158196017,0.05587172274550863,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315559_MVCableDist_mvgd_2279_14,BusBar_mvgd_2279_lvgd_315559_MV,BranchTee_mvgd_2279_14,0.12625654023724697,0.020706072598908505,0.015072571532525971,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315560_MVCableDist_mvgd_2279_17,BusBar_mvgd_2279_lvgd_315560_MV,BranchTee_mvgd_2279_17,2.0854893382439528,0.34202025147200826,0.2489668033983476,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315667_LVStation_mvgd_2279_lvgd_315902,BusBar_mvgd_2279_lvgd_315667_MV,BusBar_mvgd_2279_lvgd_315902_MV,1.401088810898607,0.22977856498737156,0.16726271198314507,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315667_MVCableDist_mvgd_2279_8,BusBar_mvgd_2279_lvgd_315667_MV,BranchTee_mvgd_2279_8,0.9043090237043696,0.1483066798875166,0.10795688224689502,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315668_MVCableDist_mvgd_2279_3,BusBar_mvgd_2279_lvgd_315668_MV,BranchTee_mvgd_2279_3,1.2427545353646707,0.20381174379980602,0.14836068370364777,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315668_MVCableDist_mvgd_2279_5,BusBar_mvgd_2279_lvgd_315668_MV,BranchTee_mvgd_2279_5,0.38247939544428466,0.0627266208528627,0.045660589437334746,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315669_MVCableDist_mvgd_2279_15,BusBar_mvgd_2279_lvgd_315669_MV,BranchTee_mvgd_2279_15,0.26329773006847634,0.04318082773123012,0.03143262015061976,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315669_MVCableDist_mvgd_2279_5,BusBar_mvgd_2279_lvgd_315669_MV,BranchTee_mvgd_2279_5,0.6370931578310094,0.10448327788428555,0.07605651300318043,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315670_LVStation_mvgd_2279_lvgd_512285,BusBar_mvgd_2279_lvgd_315670_MV,BusBar_mvgd_2279_lvgd_512285_MV,0.7029780012421725,0.11528839220371628,0.08392187992483054,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315670_MVCableDist_mvgd_2279_15,BusBar_mvgd_2279_lvgd_315670_MV,BranchTee_mvgd_2279_15,0.22480592708528876,0.036868172041987356,0.026837448662554265,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315715_MVCableDist_mvgd_2279_16,BusBar_mvgd_2279_lvgd_315715_MV,BranchTee_mvgd_2279_16,0.5786830291572621,0.09490401678179099,0.06908348141998663,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315716_MVCableDist_mvgd_2279_17,BusBar_mvgd_2279_lvgd_315716_MV,BranchTee_mvgd_2279_17,0.43847550874094177,0.07190998343351446,0.05234543460750442,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315771_MVCableDist_mvgd_2279_19,BusBar_mvgd_2279_lvgd_315771_MV,BranchTee_mvgd_2279_19,0.38697253376874097,0.06346349553807352,0.04619698263069839,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315771_MVStation_mvgd_2279,Busbar_mvgd_2279_MV,BusBar_mvgd_2279_lvgd_315771_MV,2.6248292504961053,0.4304719970813613,0.3133534830308744,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315772_MVCableDist_mvgd_2279_19,BusBar_mvgd_2279_lvgd_315772_MV,BranchTee_mvgd_2279_19,0.27487203278859124,0.04507901337732897,0.03281436643766538,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315772_MVCableDist_mvgd_2279_7,BusBar_mvgd_2279_lvgd_315772_MV,BranchTee_mvgd_2279_7,1.8982471912399743,0.3113125393633558,0.2266137383664846,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315918_MVCableDist_mvgd_2279_10,BusBar_mvgd_2279_lvgd_315918_MV,BranchTee_mvgd_2279_10,3.916866146247962,0.6423660479846658,0.4675975205855922,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315918_MVCableDist_mvgd_2279_20,virtual_BusBar_mvgd_2279_lvgd_315918_MV,BranchTee_mvgd_2279_20,0.27076253786683774,0.044405056210161394,0.03232377279353186,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315919_LVStation_mvgd_2279_lvgd_516525,BusBar_mvgd_2279_lvgd_315919_MV,BusBar_mvgd_2279_lvgd_516525_MV,0.7083236868322541,0.11616508464048968,0.08456005065480218,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_315919_MVCableDist_mvgd_2279_20,BusBar_mvgd_2279_lvgd_315919_MV,BranchTee_mvgd_2279_20,0.207264234908636,0.033991334525016306,0.024743312314153443,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_316380_MVCableDist_mvgd_2279_21,BusBar_mvgd_2279_lvgd_316380_MV,BranchTee_mvgd_2279_21,0.25125056893986203,0.04120509330613738,0.029994423780485606,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_316381_MVCableDist_mvgd_2279_22,BusBar_mvgd_2279_lvgd_316381_MV,BranchTee_mvgd_2279_22,0.2518513620394375,0.041303623374467746,0.030066146773627848,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_316382_MVCableDist_mvgd_2279_21,BusBar_mvgd_2279_lvgd_316382_MV,BranchTee_mvgd_2279_21,0.39477912351657973,0.06474377625671908,0.04712893738075157,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_316383_MVCableDist_mvgd_2279_10,BusBar_mvgd_2279_lvgd_316383_MV,BranchTee_mvgd_2279_10,1.1637628262449224,0.1908571035041673,0.13893061232717385,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_316383_MVCableDist_mvgd_2279_22,BusBar_mvgd_2279_lvgd_316383_MV,BranchTee_mvgd_2279_22,0.30625414975433873,0.05022568055971156,0.036560779905985524,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_472419_MVCableDist_mvgd_2279_6,BusBar_mvgd_2279_lvgd_472419_MV,BranchTee_mvgd_2279_6,1.9411884095172138,0.3183548991608231,0.2317400833697715,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_473516_MVCableDist_mvgd_2279_7,BusBar_mvgd_2279_lvgd_473516_MV,BranchTee_mvgd_2279_7,1.8221512413683585,0.2988328035844108,0.2175293642372696,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_473710_MVCableDist_mvgd_2279_12,BusBar_mvgd_2279_lvgd_473710_MV,BranchTee_mvgd_2279_12,1.976110660056913,0.32408214824933373,0.23590911982798046,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_473756_MVCableDist_mvgd_2279_4,BusBar_mvgd_2279_lvgd_473756_MV,BranchTee_mvgd_2279_4,0.7071595422002958,0.11597416492084851,0.08442107446231009,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_473888_MVCableDist_mvgd_2279_2,BusBar_mvgd_2279_lvgd_473888_MV,BranchTee_mvgd_2279_2,1.782620666156126,0.29234978924960464,0.2128101835794703,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_474010_MVCableDist_mvgd_2279_1,BusBar_mvgd_2279_lvgd_474010_MV,BranchTee_mvgd_2279_1,1.4690459171584105,0.24092353041397932,0.17537546672297583,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_LVStation_mvgd_2279_lvgd_474106_MVCableDist_mvgd_2279_9,BusBar_mvgd_2279_lvgd_474106_MV,BranchTee_mvgd_2279_9,1.2664992058849747,0.20770586976513586,0.15119533483745065,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_13_MVCableDist_mvgd_2279_14,BranchTee_mvgd_2279_13,BranchTee_mvgd_2279_14,0.29109869667112276,0.047740186254064135,0.03475151402339939,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_16_MVCableDist_mvgd_2279_18,BranchTee_mvgd_2279_16,BranchTee_mvgd_2279_18,0.09623171417890988,0.01578200112534122,0.01148819215965901,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_16_MVCableDist_mvgd_2279_9,BranchTee_mvgd_2279_9,BranchTee_mvgd_2279_16,0.15295695951168736,0.025084941359916728,0.01826008149205924,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_17_MVCableDist_mvgd_2279_18,BranchTee_mvgd_2279_17,BranchTee_mvgd_2279_18,0.14033209381638373,0.023014463385886932,0.01675291844986414,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_1_MVCableDist_mvgd_2279_10,BranchTee_mvgd_2279_1,BranchTee_mvgd_2279_10,1.1088601527358404,0.18185306504867782,0.13237630256834815,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_1_MVCableDist_mvgd_2279_4,BranchTee_mvgd_2279_1,BranchTee_mvgd_2279_4,0.48134415441514944,0.07894044132408451,0.057463115855642934,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_20_MVCableDist_mvgd_2279_9,BranchTee_mvgd_2279_9,BranchTee_mvgd_2279_20,2.3813197609256727,0.3905364407918103,0.28428319333734725,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_21_MVCableDist_mvgd_2279_22,BranchTee_mvgd_2279_21,BranchTee_mvgd_2279_22,0.12454573889208495,0.020425501178301934,0.014868335176892894,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_2_MVCableDist_mvgd_2279_4,BranchTee_mvgd_2279_2,BranchTee_mvgd_2279_4,0.6890930408050515,0.11301125869202845,0.08226428611605406,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
Branch_MVCableDist_mvgd_2279_5_MVCableDist_mvgd_2279_8,BranchTee_mvgd_2279_5,BranchTee_mvgd_2279_8,0.6810997093528449,0.11170035233386658,0.08131003804407157,6.1834213830208915,1,cable,NA2XS2Y 3x1x185 RM/25
