name,bus0,bus1,s_nom,r,x,type,type_info
Transformer_lv_load_area_63058_1,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_2,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_3,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_4,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_5,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_6,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_7,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_8,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_9,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_10,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_11,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_12,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_63058_13,Busbar_mvgd_1003_MV,BusBar_lac_63058,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_57886_1,Busbar_mvgd_1003_MV,BusBar_lac_57886,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_57886_2,Busbar_mvgd_1003_MV,BusBar_lac_57886,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_57886_3,Busbar_mvgd_1003_MV,BusBar_lac_57886,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_57886_4,Busbar_mvgd_1003_MV,BusBar_lac_57886,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_57886_5,Busbar_mvgd_1003_MV,BusBar_lac_57886,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_grid_74746_1,BusBar_mvgd_1003_lvgd_74746_MV,BusBar_mvgd_1003_lvgd_74746_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
