name,srid,mv_grid_district_geom,mv_grid_district_population
1003,4326,"MULTIPOLYGON (((10.99269189882196 49.38243886523357, 10.99368467896134 49.38250206121648, 10.99430853962607 49.38135431746501, 10.99433442798587 49.38127314292305, 10.99443208525858 49.3813352385334, 10.99632377909408 49.38293743647011, 10.99715318889349 49.38309198718358, 10.99777534155998 49.38321239238193, 10.99777552527045 49.38322138474747, 10.9978577908474 49.38455176653056, 10.99731603773148 49.3856718199122, 10.9961504132975 49.38659052854874, 10.99861242948191 49.38778291195055, 11.00162622931696 49.38834075727023, 11.00257746224554 49.38838625722972, 11.00267129540277 49.38691940218543, 11.00392302828056 49.38684529294383, 11.0081917577372 49.38681615342087, 11.00965519343984 49.38898858366662, 11.01170377013512 49.38881730196927, 11.01171754018074 49.38881717827133, 11.01171772649056 49.38882617059221, 11.01311125729678 49.3916017811727, 11.01300877478584 49.39263701134382, 11.01546919725719 49.39305556066761, 11.01973107848486 49.3933318453299, 11.02174940337763 49.39368230781202, 11.02188768196979 49.39370803531287, 11.0231112482937 49.39425455521695, 11.02438879687775 49.39474660702954, 11.02377529337881 49.39504898676338, 11.02990987718525 49.39920224977794, 11.08673288297651 49.39912707363759, 11.10177483636108 49.3728260109983, 11.10139285306952 49.37298264925101, 11.10162073664106 49.37148738656087, 11.10162053388536 49.37147839436614, 11.10288768377512 49.37089036120542, 11.10341882434029 49.37063331984089, 11.10540887223711 49.36913875151019, 11.10555153051758 49.36875060044306, 11.10566726886133 49.36838969609015, 11.10707172596493 49.36779127136331, 11.10825450720422 49.36834626878534, 11.1085388603336 49.36813660268309, 11.10917392927437 49.36760868399159, 11.10959346179162 49.36728975275191, 11.10986383514577 49.3670712267073, 11.11011982958493 49.3668258591465, 11.11043585237718 49.36619314793304, 11.10971235136136 49.3646442836687, 11.1112409266004 49.36406256970633, 11.11528452099817 49.36450826985581, 11.1148338488824 49.3640630227225, 11.11384749444762 49.36306543352052, 11.11339664403845 49.3626111881633, 11.11527615943675 49.36172913693103, 11.12197737213802 49.36222018820918, 11.12161185147368 49.36128842979939, 11.12213363472268 49.3600330297082, 11.12216975819629 49.35980781343809, 11.1206103641199 49.35963446917057, 11.12040569654986 49.35851222569178, 11.1223220826874 49.35744980110232, 11.11936079677642 49.35736236330363, 11.11442965809831 49.3572044254386, 11.11111053774946 49.35408925306082, 11.10911417409153 49.35223813937507, 11.10739891766371 49.35246189673632, 11.10604124704304 49.35145889680162, 11.10365186280471 49.34986338769477, 11.10319092111894 49.34956210233221, 11.10355428945014 49.34919876987328, 11.10166932921898 49.34860562793958, 11.10024167843552 49.34815189287269, 11.10006160532199 49.34809968765464, 11.09723036797836 49.34887384861158, 11.09617811537641 49.35043111170887, 11.09443118887571 49.34985449312217, 11.09339082546838 49.3494868471868, 11.09266935476325 49.35045623703835, 11.0914296335126 49.35040530644774, 11.0913056013147 49.35039751495213, 11.09133171430065 49.35033430213328, 11.09206566284857 49.34869023224607, 11.08972109340996 49.34846111967698, 11.08813506194172 49.34830557507721, 11.08920503509491 49.3444456900874, 11.08930193771806 49.34447173488962, 11.09039598991844 49.34478493249586, 11.09101908891333 49.34495877835047, 11.09184876334155 49.34390739875511, 11.0914074373317 49.34324610510658, 11.0907950236324 49.34231664053208, 11.08900858377831 49.34180328175407, 11.08693129648951 49.34120276198267, 11.08345432352298 49.33952738494202, 11.0798163809961 49.3392745379212, 11.07835170713997 49.33899177347161, 11.07691743882101 49.33946421568234, 11.07646645949464 49.33960344446329, 11.07591146967622 49.33939289048988, 11.0719531672371 49.33770377386146, 11.07239231179641 49.33702502115943, 11.07239211463099 49.33701602879315, 11.07333181827249 49.33720494240006, 11.07392586637231 49.33731619949366, 11.07443980744693 49.33628594880673, 11.07468388963423 49.33487152006169, 11.07339212960951 49.33493781611784, 11.07280447429906 49.33574390905333, 11.07280467153251 49.33575290142287, 11.07258222565108 49.33564709109772, 11.07109508672179 49.33495970594648, 11.07107562156348 49.33469905797721, 11.07102175600633 49.33412393861271, 11.07143396415082 49.33347242780313, 11.07272667409727 49.33345111613693, 11.07274042842293 49.33345098500083, 11.07304296951671 49.33281850198372, 11.07060236077326 49.33193333163803, 11.07020095735884 49.33244982315235, 11.06935922131315 49.33359110242102, 11.06931285328922 49.33398729015452, 11.06893323002613 49.3342427363205, 11.06827517153664 49.33434792285173, 11.06766761424623 49.33424575863263, 11.06718541982792 49.33421435615998, 11.06674998078175 49.33443434723777, 11.06661949381884 49.33475937709645, 11.06676289794539 49.3356574418891, 11.06660212407202 49.33648643610794, 11.06611337080433 49.3374174743773, 11.0654848870112 49.33825089671119, 11.06453451510591 49.33883552238245, 11.06333553456628 49.33937751814473, 11.06178871868086 49.33974289905064, 11.06090988749262 49.33982314190049, 11.059919250094 49.33982348308037, 11.05886547814971 49.34008524192001, 11.0581164736825 49.34044306178069, 11.05663238283345 49.34116754967513, 11.05545109050865 49.3418981720795, 11.05522013650205 49.34203525107178, 11.05520637972381 49.34203538006965, 11.0540223274555 49.34200150565803, 11.05330658788339 49.3419902189246, 11.05349046006527 49.34286093518874, 11.05363093587112 49.34363312108286, 11.05364469277001 49.34427158020516, 11.05246445838899 49.34441753713575, 11.05164094495953 49.34451517771999, 11.05238809011417 49.34534465303327, 11.05056831979813 49.34646794051871, 11.04975403507913 49.34699720149027, 11.04944107089024 49.34716201553925, 11.04942731265723 49.34716214383271, 11.04823357189187 49.34604000221002, 11.0476370077297 49.34709787620749, 11.04667424890193 49.35033574167458, 11.04582617356233 49.35186363882026, 11.04549449225584 49.35244234645563, 11.0454807325285 49.35244247426874, 11.04511509766416 49.35207710955315, 11.04383609093629 49.3508297965807, 11.04165165787318 49.35165051478723, 11.04094171576323 49.35191791347734, 11.04080658411538 49.35138850813416, 11.04070222820952 49.35101171862524, 11.03876254343881 49.35104762576665, 11.03849078254316 49.35250718586187, 11.03934407876335 49.35250830362915, 11.04094116776467 49.35253851500779, 11.04122405445779 49.35354324310799, 11.04097240657107 49.35465185070858, 11.04050840361553 49.35548360211975, 11.0391847063465 49.35472233481347, 11.03805557952367 49.3553443552979, 11.03945515523961 49.35643771807207, 11.0407064363938 49.35638118523993, 11.04087156654394 49.35637965835672, 11.0430175446874 49.35697139498576, 11.04363877284172 49.35770315622636, 11.04449019490493 49.35890047331346, 11.04542038343622 49.35991716962692, 11.04542057577959 49.35992616197404, 11.04535830590639 49.36023254078174, 11.04535849824022 49.36024153312798, 11.04510144429099 49.3604507849993, 11.04375110624299 49.36102994380545, 11.04357527048008 49.36117548007039, 11.04362078148723 49.36137292893476, 11.04390005989864 49.36155921607917, 11.04437162900379 49.36172573046733, 11.04455495994219 49.36193089436351, 11.04451924624584 49.36219205538418, 11.04381416092409 49.36269327225911, 11.04406003622392 49.36324862768615, 11.04338879266846 49.36404633357833, 11.04326799723383 49.3641913589675, 11.04306673390698 49.36443606509302, 11.04068540698038 49.36638284342628, 11.03874721403053 49.36781281730498, 11.03732663188343 49.36833857891532, 11.03672482200202 49.36852400418396, 11.03635852695273 49.36877921121224, 11.03551081150126 49.36970440856283, 11.03502214312607 49.37003268917361, 11.03424554958372 49.37041757738031, 11.03372553072622 49.3705662584909, 11.03347027532285 49.37086540654768, 11.03337289866771 49.37146890374897, 11.03314364560732 49.37169585963152, 11.03259740979921 49.37190773444404, 11.03209208523655 49.37210124338655, 11.0318519978805 49.37181563352407, 11.03070116154462 49.37012629404119, 11.02999055605923 49.36907149565396, 11.02859693960996 49.36892234318602, 11.02858317520653 49.36892246893989, 11.02723501955828 49.36897075407218, 11.02649268535799 49.36902249516018, 11.02598512012433 49.36976463597768, 11.0259449590935 49.36981896640136, 11.02545510566518 49.37074981859143, 11.02395039397295 49.37055664990007, 11.02344147032791 49.37057926539049, 11.02146083076307 49.37066920483478, 11.01875889218846 49.37116137707593, 11.01663920359053 49.36920184378093, 11.00896465635774 49.37156436551821, 11.0086448461916 49.37274545067487, 11.00670125900022 49.37330248757702, 11.00511098982248 49.37296592763288, 11.00182574165289 49.37255449943421, 11.00042055286865 49.37520224358163, 11.00000410787789 49.3757096080798, 10.997790842975 49.37588214101854, 10.99734811994301 49.37712723726651, 10.99733435316231 49.37712735920319, 10.99420215462403 49.37680429197927, 10.99326382501843 49.37670464494082, 10.99331792476766 49.37733374818828, 10.99421752827929 49.37755965287517, 10.9941407831257 49.37784813865733, 10.99386169419213 49.37901982273338, 10.99271401249007 49.38149430130456, 10.99269189882196 49.38243886523357)))",0
