name,bus,peak_load,annual_consumption,sector
Load_mvgd_2338_lac_104152_industrial,BusBar_lac_104152,2.9416315167029343,22285.087247749503,industrial
Load_mvgd_2338_lac_104152_residential,BusBar_lac_104152,0.7905861300005249,3699.167742843557,residential
Load_mvgd_2338_lac_104152_retail,BusBar_lac_104152,1.79962624985934,7485.96609758461,retail
Load_mvgd_2338_lvgd_460932_1,BranchTee_mvgd_2338_lvgd_460932_2,0.0010160588187879162,4.754158800242917,residential
Load_mvgd_2338_lvgd_460932_2,BranchTee_mvgd_2338_lvgd_460932_4,0.0010160588187879162,4.754158800242917,residential
Load_mvgd_2338_lvgd_460932_3,BranchTee_mvgd_2338_lvgd_460932_6,0.0010160588187879162,4.754158800242917,residential
Load_mvgd_2338_lvgd_461980_1,BranchTee_mvgd_2338_lvgd_461980_2,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_2,BranchTee_mvgd_2338_lvgd_461980_4,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_3,BranchTee_mvgd_2338_lvgd_461980_6,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_4,BranchTee_mvgd_2338_lvgd_461980_8,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_5,BranchTee_mvgd_2338_lvgd_461980_10,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_6,BranchTee_mvgd_2338_lvgd_461980_12,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_7,BranchTee_mvgd_2338_lvgd_461980_14,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_8,BranchTee_mvgd_2338_lvgd_461980_16,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_9,BranchTee_mvgd_2338_lvgd_461980_18,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_10,BranchTee_mvgd_2338_lvgd_461980_20,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_11,BranchTee_mvgd_2338_lvgd_461980_22,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_12,BranchTee_mvgd_2338_lvgd_461980_24,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_13,BranchTee_mvgd_2338_lvgd_461980_26,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_14,BranchTee_mvgd_2338_lvgd_461980_28,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_15,BranchTee_mvgd_2338_lvgd_461980_30,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_16,BranchTee_mvgd_2338_lvgd_461980_32,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_17,BranchTee_mvgd_2338_lvgd_461980_34,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_18,BranchTee_mvgd_2338_lvgd_461980_36,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_19,BranchTee_mvgd_2338_lvgd_461980_38,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_20,BranchTee_mvgd_2338_lvgd_461980_40,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461980_21,BranchTee_mvgd_2338_lvgd_461980_42,0.0009500809734120774,4.445447189837532,residential
Load_mvgd_2338_lvgd_461258_1,BranchTee_mvgd_2338_lvgd_461258_2,0.07515687477905986,569.3702634777262,industrial
Load_mvgd_2338_lvgd_177066_1,BranchTee_mvgd_2338_lvgd_177066_2,0.0010160588187879162,4.754158800242917,residential
Load_mvgd_2338_lvgd_177066_2,BranchTee_mvgd_2338_lvgd_177066_4,0.0010160588187879162,4.754158800242917,residential
Load_mvgd_2338_lvgd_177066_3,BranchTee_mvgd_2338_lvgd_177066_6,0.0010160588187879162,4.754158800242917,residential
