name,bus,peak_load,annual_consumption,sector
Load_mvgd_83_lac_37290_agricultural,BusBar_lac_37290,2.580047166592281,10734.095384391252,agricultural
Load_mvgd_83_lac_37290_industrial,BusBar_lac_37290,7.850690823791967,59474.93048327248,industrial
Load_mvgd_83_lac_37290_residential,BusBar_lac_37290,2.776340202054801,12990.549326477638,residential
Load_mvgd_83_lac_109256_agricultural,BusBar_lac_109256,13.938437271066814,57989.837206967946,agricultural
Load_mvgd_83_lac_109256_industrial,BusBar_lac_109256,37.84612337522654,286713.05587292823,industrial
Load_mvgd_83_lac_109256_residential,BusBar_lac_109256,13.264387163913007,62064.32324496073,residential
Load_mvgd_83_lac_109256_retail,BusBar_lac_109256,25.422285336610003,105749.93900420135,retail
Load_mvgd_83_lvgd_413132_1,BranchTee_mvgd_83_lvgd_413132_2,0.0017467850774221722,8.173241051011477,residential
Load_mvgd_83_lvgd_413171_1,BranchTee_mvgd_83_lvgd_413171_2,0.0010480710464533035,4.903944630606885,residential
Load_mvgd_83_lvgd_189498_1,BranchTee_mvgd_83_lvgd_189498_2,0.18468272704953825,1399.1115685571078,industrial
Load_mvgd_83_lvgd_189498_2,BranchTee_mvgd_83_lvgd_189498_4,0.18468272704953825,1399.1115685571078,industrial
Load_mvgd_83_lvgd_189498_3,BranchTee_mvgd_83_lvgd_189498_6,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_4,BranchTee_mvgd_83_lvgd_189498_8,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_5,BranchTee_mvgd_83_lvgd_189498_10,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_6,BranchTee_mvgd_83_lvgd_189498_12,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_7,BranchTee_mvgd_83_lvgd_189498_14,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_8,BranchTee_mvgd_83_lvgd_189498_16,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_9,BranchTee_mvgd_83_lvgd_189498_18,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_10,BranchTee_mvgd_83_lvgd_189498_20,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_11,BranchTee_mvgd_83_lvgd_189498_22,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_12,BranchTee_mvgd_83_lvgd_189498_24,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_13,BranchTee_mvgd_83_lvgd_189498_26,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_14,BranchTee_mvgd_83_lvgd_189498_28,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_15,BranchTee_mvgd_83_lvgd_189498_30,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_16,BranchTee_mvgd_83_lvgd_189498_32,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_17,BranchTee_mvgd_83_lvgd_189498_34,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_18,BranchTee_mvgd_83_lvgd_189498_36,0.0014160959940628605,6.6259404550948,residential
Load_mvgd_83_lvgd_189498_19,BranchTee_mvgd_83_lvgd_189498_38,0.0014160959940628605,6.6259404550948,residential
