name,bus0,bus1,s_nom,r,x,type,type_info
Transformer_lv_load_area_109256_35,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_36,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_37,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_38,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_39,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_40,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_41,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_42,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_43,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_44,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_45,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_46,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_47,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_48,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_49,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_50,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_51,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_52,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_53,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_54,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_55,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_56,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_57,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_58,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_59,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_60,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_61,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_62,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_63,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_64,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_65,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_66,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_67,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_68,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_69,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_70,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_71,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_72,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_73,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_74,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_75,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_76,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_77,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_78,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_79,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_80,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_81,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_82,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_83,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_84,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_85,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_86,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_87,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_88,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_89,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_90,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_load_area_109256_91,Busbar_mvgd_83_MV,BusBar_lac_109256,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_grid_413132_1,BusBar_mvgd_83_lvgd_413132_MV,BusBar_mvgd_83_lvgd_413132_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_413171_1,BusBar_mvgd_83_lvgd_413171_MV,BusBar_mvgd_83_lvgd_413171_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_189498_1,BusBar_mvgd_83_lvgd_189498_MV,BusBar_mvgd_83_lvgd_189498_LV,0.63,0.010317460317460317,0.03864647477581405,,0.63 MVA 10/0.4 kV
Transformer_lv_grid_189499_1,BusBar_mvgd_83_lvgd_189499_MV,BusBar_mvgd_83_lvgd_189499_LV,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_grid_189500_1,BusBar_mvgd_83_lvgd_189500_MV,BusBar_mvgd_83_lvgd_189500_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_189501_1,BusBar_mvgd_83_lvgd_189501_MV,BusBar_mvgd_83_lvgd_189501_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_410940_1,BusBar_mvgd_83_lvgd_410940_MV,BusBar_mvgd_83_lvgd_410940_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_41876_1,BusBar_mvgd_83_lvgd_41876_MV,BusBar_mvgd_83_lvgd_41876_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_411616_1,BusBar_mvgd_83_lvgd_411616_MV,BusBar_mvgd_83_lvgd_411616_LV,0.16,0.0146875,0.037205877811845804,,0.16 MVA 10/0.4 kV
Transformer_lv_grid_412011_1,BusBar_mvgd_83_lvgd_412011_MV,BusBar_mvgd_83_lvgd_412011_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_411693_1,BusBar_mvgd_83_lvgd_411693_MV,BusBar_mvgd_83_lvgd_411693_LV,0.63,0.010317460317460317,0.03864647477581405,,0.63 MVA 10/0.4 kV
Transformer_lv_grid_411711_1,BusBar_mvgd_83_lvgd_411711_MV,BusBar_mvgd_83_lvgd_411711_LV,0.4,0.0115,0.03831122550898105,,0.4 MVA 10/0.4 kV
Transformer_lv_grid_45555_1,BusBar_mvgd_83_lvgd_45555_MV,BusBar_mvgd_83_lvgd_45555_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_45626_1,BusBar_mvgd_83_lvgd_45626_MV,BusBar_mvgd_83_lvgd_45626_LV,0.63,0.010317460317460317,0.03864647477581405,,0.63 MVA 10/0.4 kV
Transformer_lv_grid_45719_1,BusBar_mvgd_83_lvgd_45719_MV,BusBar_mvgd_83_lvgd_45719_LV,0.25,0.013,0.037828560638755476,,0.25 MVA 10/0.4 kV
Transformer_lv_grid_45766_1,BusBar_mvgd_83_lvgd_45766_MV,BusBar_mvgd_83_lvgd_45766_LV,1.0,0.0105,0.059074106002545645,,1.0 MVA 10/0.4 kV
Transformer_lv_grid_45767_1,BusBar_mvgd_83_lvgd_45767_MV,BusBar_mvgd_83_lvgd_45767_LV,0.4,0.0115,0.03831122550898105,,0.4 MVA 10/0.4 kV
Transformer_lv_grid_45768_1,BusBar_mvgd_83_lvgd_45768_MV,BusBar_mvgd_83_lvgd_45768_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_45769_1,BusBar_mvgd_83_lvgd_45769_MV,BusBar_mvgd_83_lvgd_45769_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_45769_2,BusBar_mvgd_83_lvgd_45769_MV,BusBar_mvgd_83_lvgd_45769_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_45769_3,BusBar_mvgd_83_lvgd_45769_MV,BusBar_mvgd_83_lvgd_45769_LV,0.8,0.0105,0.059074106002545645,,0.8 MVA 10/0.4 kV
Transformer_lv_grid_45770_1,BusBar_mvgd_83_lvgd_45770_MV,BusBar_mvgd_83_lvgd_45770_LV,0.16,0.0146875,0.037205877811845804,,0.16 MVA 10/0.4 kV
Transformer_lv_grid_411431_1,BusBar_mvgd_83_lvgd_411431_MV,BusBar_mvgd_83_lvgd_411431_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
Transformer_lv_grid_412358_1,BusBar_mvgd_83_lvgd_412358_MV,BusBar_mvgd_83_lvgd_412358_LV,0.16,0.0146875,0.037205877811845804,,0.16 MVA 10/0.4 kV
Transformer_lv_grid_412689_1,BusBar_mvgd_83_lvgd_412689_MV,BusBar_mvgd_83_lvgd_412689_LV,0.16,0.0146875,0.037205877811845804,,0.16 MVA 10/0.4 kV
Transformer_lv_grid_413032_1,BusBar_mvgd_83_lvgd_413032_MV,BusBar_mvgd_83_lvgd_413032_LV,0.1,0.0175,0.035968736424845396,,0.1 MVA 10/0.4 kV
