name,bus,peak_load,annual_consumption,sector
Load_mvgd_2915_lvgd_369536_1,BranchTee_mvgd_2915_lvgd_369536_2,0.0010778112931750098,5.043099818337123,residential
Load_mvgd_2915_lvgd_369489_1,BranchTee_mvgd_2915_lvgd_369489_2,0.0010778112931750098,5.043099818337123,residential
Load_mvgd_2915_lvgd_369489_2,BranchTee_mvgd_2915_lvgd_369489_4,0.0010778112931750098,5.043099818337123,residential
Load_mvgd_2915_lvgd_120404_1,BranchTee_mvgd_2915_lvgd_120404_2,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_2,BranchTee_mvgd_2915_lvgd_120404_4,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_3,BranchTee_mvgd_2915_lvgd_120404_6,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_4,BranchTee_mvgd_2915_lvgd_120404_8,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_5,BranchTee_mvgd_2915_lvgd_120404_10,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_6,BranchTee_mvgd_2915_lvgd_120404_12,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_7,BranchTee_mvgd_2915_lvgd_120404_14,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_8,BranchTee_mvgd_2915_lvgd_120404_16,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_9,BranchTee_mvgd_2915_lvgd_120404_18,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_10,BranchTee_mvgd_2915_lvgd_120404_20,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_11,BranchTee_mvgd_2915_lvgd_120404_22,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_12,BranchTee_mvgd_2915_lvgd_120404_24,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_13,BranchTee_mvgd_2915_lvgd_120404_26,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_14,BranchTee_mvgd_2915_lvgd_120404_28,0.0012625789434335833,5.9076312157663455,residential
Load_mvgd_2915_lvgd_120404_15,BranchTee_mvgd_2915_lvgd_120404_30,0.0012625789434335833,5.9076312157663455,residential
