name,x,y,mv_grid_id,lv_grid_id,v_nom,in_building
Busbar_mvgd_2915_MV,7.101148070895302,50.48007064016275,2915,,10,False
BusBar_mvgd_2915_lvgd_138755_MV,7.145796073748103,50.49435201582542,2915,,10,False
BusBar_mvgd_2915_lvgd_138751_MV,7.125713738821639,50.4906124259313,2915,,10,False
BusBar_mvgd_2915_lvgd_138756_MV,7.151061526790214,50.491244295951226,2915,,10,False
BusBar_mvgd_2915_lvgd_138752_MV,7.135656239584697,50.49409947165541,2915,,10,False
BusBar_mvgd_2915_lvgd_138753_MV,7.14072614419593,50.49422585562652,2915,,10,False
BusBar_mvgd_2915_lvgd_138754_MV,7.140529918097204,50.49745948876907,2915,,10,False
BusBar_mvgd_2915_lvgd_138757_MV,7.150866028197269,50.49447795225037,2915,,10,False
BusBar_mvgd_2915_lvgd_138758_MV,7.150670496183438,50.49771160527437,2915,,10,False
BusBar_mvgd_2915_lvgd_138759_MV,7.155740822537818,50.497837327837914,2915,,10,False
BusBar_mvgd_2915_lvgd_369717_MV,7.100884593998665,50.48029698323265,2915,,10,False
BusBar_mvgd_2915_lvgd_370498_MV,7.163013283599354,50.44989845114688,2915,,10,False
BusBar_mvgd_2915_lvgd_368714_MV,7.022266023599697,50.447230656278784,2915,,10,False
BusBar_mvgd_2915_lvgd_368690_MV,7.017850191657361,50.49479709780515,2915,,10,False
BusBar_mvgd_2915_lvgd_369192_MV,7.061181331101817,50.45678027435287,2915,,10,False
BusBar_mvgd_2915_lvgd_370282_MV,7.144642478691045,50.47722572964499,2915,,10,False
BusBar_mvgd_2915_lvgd_369619_MV,7.097523300380423,50.41497420189115,2915,,10,False
BusBar_mvgd_2915_lvgd_139090_MV,7.021955873961994,50.48391706465681,2915,,10,False
BusBar_mvgd_2915_lvgd_139089_MV,7.022160146513168,50.480683659777085,2915,,10,False
BusBar_mvgd_2915_lvgd_139091_MV,7.027228350677136,50.48081504862498,2915,,10,False
BusBar_mvgd_2915_lvgd_139092_MV,7.032296580749278,50.48094621379859,2915,,10,False
BusBar_mvgd_2915_lvgd_369666_MV,7.096935350322023,50.499903321850844,2915,,10,False
BusBar_mvgd_2915_lvgd_138804_MV,7.111076201948787,50.48877412781773,2915,,10,False
BusBar_mvgd_2915_lvgd_138805_MV,7.11594759999739,50.49213518364925,2915,,10,False
BusBar_mvgd_2915_lvgd_369536_MV,7.09173352163563,50.41752620645059,2915,,10,False
BusBar_mvgd_2915_lvgd_369489_MV,7.088843953697125,50.39586173416604,2915,,10,False
BusBar_mvgd_2915_lvgd_120404_MV,7.13800814698063,50.40424222366702,2915,,10,False
BusBar_mvgd_2915_lvgd_120405_MV,7.137616404690729,50.41070963854416,2915,,10,False
BusBar_mvgd_2915_lvgd_120406_MV,7.143068424929656,50.40436846806155,2915,,10,False
BusBar_mvgd_2915_lvgd_120407_MV,7.142872915884506,50.40760218710352,2915,,10,False
BusBar_mvgd_2915_lvgd_120408_MV,7.147933564020709,50.40772821812556,2915,,10,False
BusBar_mvgd_2915_lvgd_120409_MV,7.152994236907663,50.40785402584418,2915,,10,False
BusBar_mvgd_2915_lvgd_120410_MV,7.152799385429615,50.41108776134879,2915,,10,False
BusBar_mvgd_2915_lvgd_492102_MV,7.156728699986456,50.41544836505156,2915,,10,False
BusBar_mvgd_2915_lvgd_492103_MV,7.142628360784482,50.399540743349164,2915,,10,False
BusBar_mvgd_2915_lvgd_492104_MV,7.140963648380468,50.39972172243904,2915,,10,False
BusBar_mvgd_2915_lvgd_370388_MV,7.155589161960261,50.424913505232674,2915,,10,False
BusBar_mvgd_2915_lvgd_120559_MV,7.059645405225639,50.409771453545666,2915,,10,False
BusBar_mvgd_2915_lvgd_120560_MV,7.059444154926319,50.41300499977184,2915,,10,False
BusBar_mvgd_2915_lvgd_120561_MV,7.064706097139255,50.40990115866828,2915,,10,False
BusBar_mvgd_2915_lvgd_120562_MV,7.0645051922682,50.4131347150971,2915,,10,False
BusBar_mvgd_2915_lvgd_368951_MV,7.04241241989419,50.41806367386333,2915,,10,False
BusBar_mvgd_2915_lvgd_369953_MV,7.123048825366665,50.412019032521734,2915,,10,False
BusBar_mvgd_2915_lvgd_120874_MV,7.081094655944015,50.419315976547566,2915,,10,False
BusBar_mvgd_2915_lvgd_502560_MV,7.073745534164193,50.4209026532576,2915,,10,False
BusBar_mvgd_2915_lvgd_120801_MV,7.107204803180164,50.41961792253752,2915,,10,False
BusBar_mvgd_2915_lvgd_120802_MV,7.112464335340777,50.41651188568288,2915,,10,False
BusBar_mvgd_2915_lvgd_120803_MV,7.112266656830127,50.419745532599364,2915,,10,False
BusBar_mvgd_2915_lvgd_120804_MV,7.117525868473008,50.41663926236195,2915,,10,False
BusBar_mvgd_2915_lvgd_120805_MV,7.117328535557598,50.41987291930023,2915,,10,False
BusBar_mvgd_2915_lvgd_120806_MV,7.11713116896668,50.423106572893204,2915,,10,False
BusBar_mvgd_2915_lvgd_120807_MV,7.122390439318899,50.420000082638325,2915,,10,False
BusBar_mvgd_2915_lvgd_120808_MV,7.122193418388512,50.42323374623735,2915,,10,False
BusBar_mvgd_2915_lvgd_120809_MV,7.127649009775753,50.416893345682546,2915,,10,False
BusBar_mvgd_2915_lvgd_120810_MV,7.129749769417107,50.42432011238839,2915,,10,False
BusBar_mvgd_2915_lvgd_120812_MV,7.100458856006847,50.41800712842369,2915,,10,False
BusBar_mvgd_2915_lvgd_370169_MV,7.139852296343261,50.42066058898555,2915,,10,False
BusBar_mvgd_2915_lvgd_370561_MV,7.17040472077627,50.420385001446384,2915,,10,False
BusBar_mvgd_2915_lvgd_370465_MV,7.161908177269051,50.429395289671376,2915,,10,False
BusBar_mvgd_2915_lvgd_120940_MV,7.148054508895357,50.424383729454306,2915,,10,False
BusBar_mvgd_2915_lvgd_370117_MV,7.134449740013685,50.42687175566253,2915,,10,False
BusBar_mvgd_2915_lvgd_370539_MV,7.171912106364617,50.432537496720116,2915,,10,False
BusBar_mvgd_2915_lvgd_370270_MV,7.147258874615009,50.433279435588155,2915,,10,False
BusBar_mvgd_2915_lvgd_121199_MV,7.081405829573216,50.43989399216319,2915,,10,False
BusBar_mvgd_2915_lvgd_121465_MV,7.106361999508322,50.43825464128339,2915,,10,False
BusBar_mvgd_2915_lvgd_121466_MV,7.106163767177368,50.44148825616088,2915,,10,False
BusBar_mvgd_2915_lvgd_121467_MV,7.111425846750945,50.43838229603615,2915,,10,False
BusBar_mvgd_2915_lvgd_121468_MV,7.11122796040675,50.44161592096385,2915,,10,False
BusBar_mvgd_2915_lvgd_121469_MV,7.116489719106124,50.43850972732692,2915,,10,False
BusBar_mvgd_2915_lvgd_370143_MV,7.13580792333251,50.43966957450109,2915,,10,False
BusBar_mvgd_2915_lvgd_121697_MV,7.113725806472254,50.433129971268286,2915,,10,False
BusBar_mvgd_2915_lvgd_121698_MV,7.118986437845812,50.43002365126843,2915,,10,False
BusBar_mvgd_2915_lvgd_121699_MV,7.118789121424306,50.433257298934336,2915,,10,False
BusBar_mvgd_2915_lvgd_121837_MV,7.165949941235979,50.454729867553525,2915,,10,False
BusBar_mvgd_2915_lvgd_121838_MV,7.181147254104122,50.45510429004866,2915,,10,False
BusBar_mvgd_2915_lvgd_121839_MV,7.180954040402459,50.45833803801745,2915,,10,False
BusBar_mvgd_2915_lvgd_121840_MV,7.18621307418254,50.455228650413765,2915,,10,False
BusBar_mvgd_2915_lvgd_496306_MV,7.173387658185956,50.456652484767226,2915,,10,False
BusBar_mvgd_2915_lvgd_121796_MV,7.078305744506212,50.44396190874668,2915,,10,False
BusBar_mvgd_2915_lvgd_121797_MV,7.083370139492753,50.444090804185066,2915,,10,False
BusBar_mvgd_2915_lvgd_121798_MV,7.083170295752301,50.4473243673857,2915,,10,False
BusBar_mvgd_2915_lvgd_121799_MV,7.125384907963825,50.44562411800562,2915,,10,False
BusBar_mvgd_2915_lvgd_121779_MV,7.144033858007155,50.44429077656365,2915,,10,False
BusBar_mvgd_2915_lvgd_121829_MV,7.082057716605342,50.46881984059787,2915,,10,False
BusBar_mvgd_2915_lvgd_121998_MV,7.175103704893977,50.4491305824559,2915,,10,False
BusBar_mvgd_2915_lvgd_121999_MV,7.180168871189756,50.44925520725247,2915,,10,False
BusBar_mvgd_2915_lvgd_122223_MV,7.045647050224848,50.45609775291831,2915,,10,False
BusBar_mvgd_2915_lvgd_122257_MV,7.018037342048588,50.456808969596814,2915,,10,False
BusBar_mvgd_2915_lvgd_370499_MV,7.162257229483482,50.46247386543447,2915,,10,False
BusBar_mvgd_2915_lvgd_122215_MV,7.12979370300544,50.460667938160924,2915,,10,False
BusBar_mvgd_2915_lvgd_511085_MV,7.122249866541691,50.4616551348365,2915,,10,False
BusBar_mvgd_2915_lvgd_511086_MV,7.127170977705297,50.45602055369081,2915,,10,False
BusBar_mvgd_2915_lvgd_511084_MV,7.12228688107959,50.45980873657488,2915,,10,False
BusBar_mvgd_2915_lvgd_122325_MV,7.07822422987687,50.46152532404832,2915,,10,False
BusBar_mvgd_2915_lvgd_369337_MV,7.073942863115938,50.45968672406366,2915,,10,False
BusBar_mvgd_2915_lvgd_369327_MV,7.071910059352831,50.46470195857806,2915,,10,False
BusBar_mvgd_2915_lvgd_122293_MV,7.157794517078718,50.468201877402564,2915,,10,False
BusBar_mvgd_2915_lvgd_122294_MV,7.163056205148532,50.46509357035081,2915,,10,False
BusBar_mvgd_2915_lvgd_122295_MV,7.168317191714994,50.46198501664577,2915,,10,False
BusBar_mvgd_2915_lvgd_122406_MV,7.0915828032045,50.46391602597448,2915,,10,False
BusBar_mvgd_2915_lvgd_122445_MV,7.064641854425795,50.465802053607604,2915,,10,False
BusBar_mvgd_2915_lvgd_124934_MV,7.107684901359832,50.38040640792547,2915,,10,False
BusBar_mvgd_2915_lvgd_122511_MV,7.100444474679751,50.471085148635474,2915,,10,False
BusBar_mvgd_2915_lvgd_509004_MV,7.108276414918961,50.47249184467953,2915,,10,False
BusBar_mvgd_2915_lvgd_124863_MV,7.077303394000245,50.38422880728922,2915,,10,False
BusBar_mvgd_2915_lvgd_124864_MV,7.082560897842877,50.381124103583176,2915,,10,False
BusBar_mvgd_2915_lvgd_124865_MV,7.087618580268804,50.38125278574016,2915,,10,False
BusBar_mvgd_2915_lvgd_138610_MV,7.061820700752866,50.48321140707431,2915,,10,False
BusBar_mvgd_2915_lvgd_138608_MV,7.051683642852344,50.48295145776849,2915,,10,False
BusBar_mvgd_2915_lvgd_138609_MV,7.056752158975166,50.48308154426799,2915,,10,False
BusBar_mvgd_2915_lvgd_125328_MV,7.115760239039093,50.39971458565796,2915,,10,False
BusBar_mvgd_2915_lvgd_125329_MV,7.121213887994688,50.393374442270826,2915,,10,False
BusBar_mvgd_2915_lvgd_125330_MV,7.121016952303433,50.396608127887184,2915,,10,False
BusBar_mvgd_2915_lvgd_125331_MV,7.126272966530937,50.393501423529706,2915,,10,False
BusBar_mvgd_2915_lvgd_138665_MV,7.098168042420759,50.48722058305794,2915,,10,False
BusBar_mvgd_2915_lvgd_138664_MV,7.092899538216316,50.490325867279196,2915,,10,False
BusBar_mvgd_2915_lvgd_138666_MV,7.097968940803676,50.49045413729944,2915,,10,False
BusBar_mvgd_2915_lvgd_369722_MV,7.099690274097706,50.49295345968473,2915,,10,False
BusBar_mvgd_2915_lvgd_125234_MV,7.140977876044207,50.39421641536847,2915,,10,False
BusBar_mvgd_2915_lvgd_138620_MV,7.18120613508542,50.48659950378181,2915,,10,False
BusBar_mvgd_2915_lvgd_139303_MV,7.174019495138022,50.482612160812074,2915,,10,False
BusBar_mvgd_2915_lvgd_139302_MV,7.168950763637424,50.48248725128443,2915,,10,False
BusBar_mvgd_2915_lvgd_139304_MV,7.173825624399913,50.48584587008596,2915,,10,False
BusBar_mvgd_2915_lvgd_370974_MV,7.197737982288022,50.48240782862596,2915,,10,False
BranchTee_mvgd_2915_1,7.116809683277214,50.43154260197882,2915,,10,False
BranchTee_mvgd_2915_2,7.090556564439948,50.421334448183025,2915,,10,False
BranchTee_mvgd_2915_3,7.1208147862920965,50.39836505254814,2915,,10,False
BranchTee_mvgd_2915_4,7.153947898047112,50.42714472465879,2915,,10,False
BranchTee_mvgd_2915_5,7.118280542404321,50.41164645098242,2915,,10,False
BranchTee_mvgd_2915_6,7.096993350238664,50.415207812953696,2915,,10,False
BranchTee_mvgd_2915_7,7.062578924869037,50.41238200229211,2915,,10,False
BranchTee_mvgd_2915_8,7.141136290815112,50.470966682652104,2915,,10,False
BranchTee_mvgd_2915_9,7.134058531116276,50.43558041410692,2915,,10,False
BranchTee_mvgd_2915_10,7.149967823769658,50.44729293316195,2915,,10,False
BranchTee_mvgd_2915_11,7.118192620270187,50.44493445054658,2915,,10,False
BranchTee_mvgd_2915_12,7.154117196601043,50.44450391939137,2915,,10,False
BranchTee_mvgd_2915_13,7.1296464935079955,50.46094492042953,2915,,10,False
BranchTee_mvgd_2915_14,7.060798893022434,50.457986228872805,2915,,10,False
BranchTee_mvgd_2915_15,7.039723928644596,50.46319035773207,2915,,10,False
BranchTee_mvgd_2915_16,7.165287039758376,50.46356141388132,2915,,10,False
BranchTee_mvgd_2915_17,7.074968274187598,50.45995609452301,2915,,10,False
BranchTee_mvgd_2915_18,7.133064650901849,50.4015086038606,2915,,10,False
BranchTee_mvgd_2915_19,7.117659781264684,50.48563806835594,2915,,10,False
BranchTee_mvgd_2915_20,7.173855885469376,50.48015847446292,2915,,10,False
BranchTee_mvgd_2915_21,7.143754412136021,50.411816556294944,2915,,10,False
BranchTee_mvgd_2915_22,7.142337568246731,50.4043502454005,2915,,10,False
BranchTee_mvgd_2915_23,7.145808420075841,50.407159770779366,2915,,10,False
BranchTee_mvgd_2915_24,7.061941049833331,50.41145876634446,2915,,10,False
BranchTee_mvgd_2915_25,7.117279896024768,50.41688836461954,2915,,10,False
BranchTee_mvgd_2915_26,7.119270730384584,50.42053188130466,2915,,10,False
BranchTee_mvgd_2915_27,7.116683667347401,50.42001112505334,2915,,10,False
BranchTee_mvgd_2915_28,7.077200392880077,50.41895712825363,2915,,10,False
BranchTee_mvgd_2915_29,7.078352006576623,50.41979158985533,2915,,10,False
BranchTee_mvgd_2915_30,7.110325330803604,50.439712995171504,2915,,10,False
BranchTee_mvgd_2915_31,7.116809683277214,50.43154260197882,2915,,10,False
BranchTee_mvgd_2915_32,7.08090081470845,50.444824732297754,2915,,10,False
BranchTee_mvgd_2915_33,7.171355468183451,50.45667017852844,2915,,10,False
BranchTee_mvgd_2915_34,7.179349157442788,50.45637669229064,2915,,10,False
BranchTee_mvgd_2915_35,7.177305506456203,50.449911069985525,2915,,10,False
BranchTee_mvgd_2915_36,7.127175023141614,50.45944542555581,2915,,10,False
BranchTee_mvgd_2915_37,7.163194351515346,50.465937294027064,2915,,10,False
BranchTee_mvgd_2915_38,7.102938152090636,50.47162487668869,2915,,10,False
BranchTee_mvgd_2915_39,7.085442465079345,50.38380971467311,2915,,10,False
BranchTee_mvgd_2915_40,7.082116350461002,50.38265197022726,2915,,10,False
BranchTee_mvgd_2915_41,7.121217709996071,50.396252671164916,2915,,10,False
BranchTee_mvgd_2915_42,7.056507956806567,50.48353030735953,2915,,10,False
BranchTee_mvgd_2915_43,7.096517694561614,50.48901923438804,2915,,10,False
BranchTee_mvgd_2915_44,7.141063670172693,50.494248751803276,2915,,10,False
BranchTee_mvgd_2915_45,7.143762094686005,50.49443179060931,2915,,10,False
BranchTee_mvgd_2915_46,7.113831176455678,50.49026219559331,2915,,10,False
BranchTee_mvgd_2915_47,7.024646527789753,50.48266166918914,2915,,10,False
