name,bus0,bus1,s_nom,r,x,type,type_info
Transformer_mv_grid_2915_1,Busbar_mvgd_2915_HV,Busbar_mvgd_2915_MV,25.0,,,25 MVA 110/10 kV,25 MVA 110/10 kV
Transformer_mv_grid_2915_2,Busbar_mvgd_2915_HV,Busbar_mvgd_2915_MV,25.0,,,25 MVA 110/10 kV,25 MVA 110/10 kV
